uei,start_date,end_date,duration_days,main_cause,location,districts,state,latitude,longitude,severity,area_affected,human_fatality,human_injured,human_displaced,animal_fatality,description_casualties_injured,extent_of_damage,event_source,event_source_id
UEI-IMD-FL-2014-0086,2014-08-22,2014-08-24,2.0,Heavy rains,Unknown,"Kottayam, Pathanamthitta, Thiruvananthapuram  Wayanad ",KERALA,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,Unknown,Unknown,IMD,Unknown
UEI-IMD-FL-2014-0087,2014-01-09,2014-03-09,59.0,Heavy rains,Unknown,Thiruvananthapuram ,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,i) Damage to the crops reported. ii) Landslides reported. iii) Damage to few houses and some structures reported. iv)House- hold electric appliances damaged. v)About 50 families shifted to safer places. vi)One well caved in at Vengaranmood village. ,IMD,Unknown
UEI-IMD-FL-2014-0088,2014-09-26,2014-09-26,0.0,Heavy rains,Unknown,Thiruvananthapuram ,KERALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,"Damage to banana, tapioca, vegetable crops reported.",IMD,Unknown
UEI-DFO-FL-1985-0001,1985-06-23,1985-06-27,4.0,Heavy rain,Unknown,Unknown,Unknown,14.5398,75.0937,1.0,254234.6,95.0,0.0,25000.0,0.0,Unknown,Unknown,DFO,27
UEI-DFO-FL-1985-0002,1985-07-18,1985-07-30,12.0,Heavy rain,Unknown,Unknown,Unknown,32.8353,76.9103,1.0,117441.17,340.0,0.0,20000.0,0.0,Unknown,Unknown,DFO,33
UEI-DFO-FL-1985-0003,1985-09-13,1985-10-15,32.0,Heavy rain,Unknown,Unknown,Unknown,26.4816,82.8434,2.0,89994.67,557.0,0.0,152000.0,0.0,Unknown,Unknown,DFO,53
UEI-DFO-FL-1985-0004,1985-10-18,1985-10-20,2.0,Tropical cyclone,Unknown,Unknown,Unknown,21.1495,86.7154,2.0,46758.64,49.0,0.0,150000.0,0.0,Unknown,Unknown,DFO,61
UEI-DFO-FL-1986-0001,1986-06-15,1986-08-20,66.0,Monsoonal rain,Unknown,Unknown,Unknown,25.6339,84.0726,1.0,507167.44,258.0,0.0,3040000.0,0.0,Unknown,Unknown,DFO,93
UEI-DFO-FL-1986-0002,1986-08-15,1986-08-22,7.0,Monsoonal rain,Unknown,Unknown,Unknown,17.4331,80.187,1.0,107355.33,150.0,0.0,3000000.0,0.0,Unknown,Unknown,DFO,98
UEI-DFO-FL-1986-0003,1986-09-22,1986-10-10,18.0,Heavy rain,Unknown,Unknown,Unknown,23.6547,89.4296,1.0,231516.28,49.0,0.0,700000.0,0.0,Unknown,Unknown,DFO,106
UEI-DFO-FL-1988-0001,1988-05-23,1988-11-06,167.0,Monsoonal rain,Unknown,Unknown,Unknown,26.4813,92.0622,1.0,42285.99,76.0,0.0,43000.0,0.0,Unknown,Unknown,DFO,180
UEI-DFO-FL-1988-0002,1988-06-21,1988-07-14,23.0,Heavy rain,Unknown,Unknown,Unknown,26.988,92.926,1.0,70501.83,34.0,0.0,2000000.0,0.0,Unknown,Unknown,DFO,190
UEI-DFO-FL-1988-0003,1988-04-07,1988-08-08,123.0,Monsoonal rain,Unknown,Unknown,Unknown,28.886,80.7246,2.0,847737.26,233.0,0.0,500000.0,0.0,Unknown,Unknown,DFO,196
UEI-DFO-FL-1988-0004,1988-07-14,1988-07-27,13.0,Heavy rain,Unknown,Unknown,Unknown,22.0189,71.1117,1.0,76352.55,97.0,0.0,25000.0,0.0,Unknown,Unknown,DFO,203
UEI-DFO-FL-1988-0005,1988-07-31,1988-02-08,0.0,Heavy rain,Unknown,Unknown,Unknown,18.4311,80.713,1.0,94871.79,50.0,0.0,0.0,0.0,Unknown,Unknown,DFO,214
UEI-DFO-FL-1988-0006,1988-08-23,1988-09-15,23.0,Monsoonal rain,Unknown,Unknown,Unknown,26.5037,86.5429,1.0,626872.46,876.0,0.0,2000.0,0.0,Unknown,Unknown,DFO,228
UEI-DFO-FL-1988-0007,1988-09-21,1988-08-10,0.0,Heavy rain,Unknown,Unknown,Unknown,30.9339,75.0459,2.0,268528.55,731.0,0.0,1250000.0,0.0,Unknown,Unknown,DFO,253
UEI-DFO-FL-1988-0008,1988-03-10,1988-04-10,31.0,Heavy rain,Unknown,Unknown,Unknown,19.1131,72.8962,1.0,605.213,23.0,0.0,0.0,0.0,Unknown,Unknown,DFO,255
UEI-DFO-FL-1989-0001,1989-07-22,1989-07-31,9.0,Monsoonal rain,Unknown,Unknown,Unknown,15.1816,76.4736,1.0,905209.24,780.0,0.0,0.0,0.0,Unknown,Unknown,DFO,330
UEI-DFO-FL-1989-0002,1989-05-07,1989-10-08,154.0,Monsoonal rain,Unknown,Unknown,Unknown,24.8678,92.8291,2.0,112816.35,31.0,0.0,32000.0,0.0,Unknown,Unknown,DFO,334
UEI-DFO-FL-1989-0003,1989-03-09,1989-10-09,214.0,Heavy rain,Unknown,Unknown,Unknown,26.4375,80.8611,1.0,204979.38,7.0,0.0,0.0,0.0,Unknown,Unknown,DFO,360
UEI-DFO-FL-1990-0001,1990-03-21,1990-03-22,1.0,Torrential rain,Unknown,Unknown,Unknown,33.8036,76.2592,1.0,90818.98,17.0,0.0,0.0,0.0,Unknown,Unknown,DFO,401
UEI-DFO-FL-1990-0002,1990-10-05,1990-05-13,0.0,Tropical cyclone,Unknown,Unknown,Unknown,16.2843,80.6926,1.0,267344.4,430.0,0.0,470000.0,0.0,Unknown,Unknown,DFO,411
UEI-DFO-FL-1990-0003,1990-06-13,1990-06-18,5.0,Monsoonal rain,Unknown,Unknown,Unknown,26.7553,92.7754,2.0,53045.31,21.0,0.0,0.0,0.0,Unknown,Unknown,DFO,419
UEI-DFO-FL-1990-0004,1990-03-07,1990-07-24,139.0,Monsoonal rain,Unknown,Unknown,Unknown,26.7055,78.8703,1.0,1100663.3,425.0,0.0,63517.0,0.0,Unknown,Unknown,DFO,431
UEI-DFO-FL-1990-0005,1990-08-13,1990-08-14,1.0,Heavy rain,Unknown,Unknown,Unknown,27.5435,80.6956,1.0,284926.61,17.0,0.0,0.0,0.0,Unknown,Unknown,DFO,447
UEI-DFO-FL-1990-0006,1990-08-19,1990-08-25,6.0,Monsoonal rain,Unknown,Unknown,Unknown,22.4257,71.3244,1.0,186161.6,50.0,0.0,0.0,0.0,Unknown,Unknown,DFO,450
UEI-DFO-FL-1990-0007,1990-10-17,1990-10-18,1.0,Heavy rain,Unknown,Unknown,Unknown,26.0747,92.817,1.0,93839.75,10.0,0.0,6000.0,0.0,Unknown,Unknown,DFO,472
UEI-DFO-FL-1990-0008,1990-10-24,1990-10-28,4.0,Monsoonal rain,Unknown,Unknown,Unknown,11.3982,77.0504,1.0,13576.31,44.0,0.0,0.0,0.0,Unknown,Unknown,DFO,474
UEI-DFO-FL-1991-0001,1991-07-05,1991-11-05,123.0,Tropical cyclone,Unknown,Unknown,Unknown,24.4696,92.4232,1.0,26042.82,13.0,0.0,25000.0,0.0,Unknown,Unknown,DFO,510
UEI-DFO-FL-1991-0002,1991-10-06,1991-12-06,61.0,Monsoonal rain,Unknown,Unknown,Unknown,15.733,73.7324,2.0,491361.5,72.0,0.0,300000.0,0.0,Unknown,Unknown,DFO,521
UEI-DFO-FL-1991-0003,1991-07-13,1991-07-19,6.0,Monsoonal rain,Unknown,Unknown,Unknown,26.6059,92.9592,1.0,55550.83,25.0,0.0,400000.0,0.0,Unknown,Unknown,DFO,539
UEI-DFO-FL-1991-0004,1991-07-29,1991-07-31,2.0,Monsoonal rain,Unknown,Unknown,Unknown,20.9474,79.1574,1.0,47249.13,500.0,0.0,6000.0,0.0,Unknown,Unknown,DFO,553
UEI-DFO-FL-1991-0005,1991-08-14,1991-08-18,4.0,Heavy rain,Unknown,Unknown,Unknown,20.2047,84.4178,1.0,151947.06,15.0,0.0,0.0,0.0,Unknown,Unknown,DFO,570
UEI-DFO-FL-1991-0006,1991-08-15,1991-08-29,14.0,Monsoonal rain,Unknown,Unknown,Unknown,28.3671,81.0334,1.0,547679.02,88.0,0.0,0.0,0.0,Unknown,Unknown,DFO,571
UEI-DFO-FL-1991-0007,1991-01-09,1991-09-14,248.0,Monsoonal rain,Unknown,Unknown,Unknown,24.707,85.7348,1.0,170873.64,0.0,0.0,87500.0,0.0,Unknown,Unknown,DFO,578
UEI-DFO-FL-1991-0008,1991-09-14,1991-09-15,1.0,Monsoonal rain,Unknown,Unknown,Unknown,24.3395,87.8328,1.0,91960.65,21.0,0.0,0.0,0.0,Unknown,Unknown,DFO,585
UEI-DFO-FL-1991-0009,1991-11-13,1991-11-18,5.0,Heavy rain,Unknown,Unknown,Unknown,14.0025,79.4752,1.0,599564.89,90.0,0.0,85000.0,0.0,Unknown,Unknown,DFO,598
UEI-DFO-FL-1992-0001,1992-06-15,1992-07-23,38.0,Monsoonal rain,Unknown,Unknown,Unknown,16.5216,75.9695,1.0,752428.66,90.0,0.0,8000.0,0.0,Unknown,Unknown,DFO,656
UEI-DFO-FL-1992-0002,1992-10-07,1992-07-20,0.0,Heavy rain,Unknown,Unknown,Unknown,26.9122,94.46,1.0,28221.72,0.0,0.0,0.0,0.0,Unknown,Unknown,DFO,667
UEI-DFO-FL-1992-0003,1992-07-26,1992-07-08,0.0,Monsoonal rain,Unknown,Unknown,Unknown,20.5033,86.0449,1.0,44021.23,16.0,0.0,0.0,0.0,Unknown,Unknown,DFO,672
UEI-DFO-FL-1992-0004,1992-01-08,1992-03-09,61.0,Monsoonal rain,Unknown,Unknown,Unknown,24.8678,80.7003,1.0,518125.28,40.0,0.0,2000.0,0.0,Unknown,Unknown,DFO,675
UEI-DFO-FL-1992-0005,1992-12-09,1992-11-20,0.0,Tropical cyclone,Unknown,Unknown,Unknown,13.0242,78.8487,2.0,552562.43,263.0,0.0,20000.0,0.0,Unknown,Unknown,DFO,694
UEI-DFO-FL-1993-0001,1993-04-06,1993-06-22,77.0,Monsoonal rain,Unknown,Unknown,Unknown,24.9382,92.0974,1.0,259045.68,238.0,0.0,950000.0,0.0,Unknown,Unknown,DFO,747
UEI-DFO-FL-1993-0002,1993-08-07,1993-08-13,6.0,Monsoonal rain,Unknown,Unknown,Unknown,25.1622,89.7567,2.0,531506.66,3083.0,0.0,9370926.0,0.0,Unknown,Unknown,DFO,757
UEI-DFO-FL-1993-0003,1993-09-09,1993-09-17,8.0,Heavy rain,Unknown,Unknown,Unknown,27.9917,78.9675,1.0,65928.48,232.0,0.0,4590.0,0.0,Unknown,Unknown,DFO,778
UEI-DFO-FL-1993-0004,1993-11-10,1993-10-21,0.0,Torrential rain,Unknown,Unknown,Unknown,13.407,75.4042,1.0,40595.2,35.0,0.0,40000.0,0.0,Unknown,Unknown,DFO,791
UEI-DFO-FL-1993-0005,1993-10-11,1993-11-14,34.0,Heavy rain,Unknown,Unknown,Unknown,11.054,77.5024,1.0,40501.37,95.0,0.0,0.0,0.0,Unknown,Unknown,DFO,798
UEI-DFO-FL-1993-0006,1993-04-12,1993-12-15,247.0,Tropical cyclone,Unknown,Unknown,Unknown,12.5851,79.9572,1.0,7968.64,70.0,0.0,45000.0,0.0,Unknown,Unknown,DFO,804
UEI-DFO-FL-1994-0001,1994-01-07,1994-07-24,198.0,Monsoonal rain,Unknown,Unknown,Unknown,20.6258,76.6191,1.0,1981837.41,617.0,0.0,800000.0,0.0,Unknown,Unknown,DFO,855
UEI-DFO-FL-1994-0002,1994-03-07,1994-12-07,275.0,Monsoonal rain,Unknown,Unknown,Unknown,31.7869,77.252,1.0,52338.52,60.0,0.0,0.0,0.0,Unknown,Unknown,DFO,858
UEI-DFO-FL-1994-0003,1994-04-08,1994-11-08,214.0,Monsoonal rain,Unknown,Unknown,Unknown,27.586,80.6237,1.0,292130.64,53.0,0.0,3000.0,0.0,Unknown,Unknown,DFO,879
UEI-DFO-FL-1994-0004,1994-08-08,1994-10-08,61.0,Torrential rain,Unknown,Unknown,Unknown,31.7821,76.9177,1.0,16795.7,11.0,0.0,0.0,0.0,Unknown,Unknown,DFO,880
UEI-DFO-FL-1994-0005,1994-08-20,1994-08-23,3.0,Torrential rain,Unknown,Unknown,Unknown,31.7668,77.27,1.0,14450.04,9.0,0.0,0.0,0.0,Unknown,Unknown,DFO,887
UEI-DFO-FL-1994-0006,1994-08-26,1994-02-09,0.0,Monsoonal rain,Unknown,Unknown,Unknown,20.7866,79.2684,1.0,44159.25,26.0,0.0,0.0,0.0,Unknown,Unknown,DFO,892
UEI-DFO-FL-1994-0007,1994-08-31,1994-05-09,0.0,Monsoonal rain,Unknown,Unknown,Unknown,31.5294,77.0555,1.0,5275.13,20.0,0.0,0.0,0.0,Unknown,Unknown,DFO,894
UEI-DFO-FL-1994-0008,1994-02-09,1994-07-09,150.0,Monsoonal rain,Unknown,Unknown,Unknown,20.1358,84.4369,1.0,154649.2,0.0,0.0,0.0,0.0,Unknown,Unknown,DFO,895
UEI-DFO-FL-1994-0009,1994-10-27,1994-10-31,4.0,Tropical cyclone,Unknown,Unknown,Unknown,10.7214,78.7248,1.0,89229.9,40.0,0.0,0.0,0.0,Unknown,Unknown,DFO,909
UEI-DFO-FL-1994-0010,1994-10-30,1994-04-11,0.0,Tropical cyclone,Unknown,Unknown,Unknown,16.2498,80.0422,1.0,110657.58,230.0,0.0,16000.0,0.0,Unknown,Unknown,DFO,911
UEI-DFO-FL-1995-0001,1995-02-06,1995-03-06,28.0,Heavy rain,Unknown,Unknown,Unknown,23.2582,92.8575,1.0,20147.72,40.0,0.0,3200.0,0.0,Unknown,Unknown,DFO,959
UEI-DFO-FL-1995-0002,1995-06-20,1995-06-23,3.0,Monsoonal rain,Unknown,Unknown,Unknown,26.0363,92.8902,1.0,102906.11,17.0,0.0,1000000.0,0.0,Unknown,Unknown,DFO,963
UEI-DFO-FL-1995-0003,1995-01-09,1995-09-20,254.0,Monsoonal rain,Unknown,Unknown,Unknown,28.2424,76.8263,1.0,762936.89,600.0,0.0,2000000.0,0.0,Unknown,Unknown,DFO,990
UEI-DFO-FL-1995-0004,1995-05-09,1995-08-09,92.0,Monsoonal rain,Unknown,Unknown,Unknown,27.5887,88.4616,1.0,6520.57,35.0,0.0,0.0,0.0,Unknown,Unknown,DFO,992
UEI-DFO-FL-1995-0005,1995-09-26,1995-02-10,0.0,Monsoonal rain,Unknown,Unknown,Unknown,22.4615,87.3749,1.0,308073.2,144.0,0.0,510000.0,0.0,Unknown,Unknown,DFO,1010
UEI-DFO-FL-1995-0006,1995-10-20,1995-10-23,3.0,Tropical cyclone,Unknown,Unknown,Unknown,16.4132,80.612,1.0,262803.2,94.0,0.0,12000.0,0.0,Unknown,Unknown,DFO,1027
UEI-DFO-FL-1996-0001,1996-10-06,1996-06-30,0.0,Monsoonal rain,Unknown,Unknown,Unknown,26.5766,73.762,1.0,328726.92,63.0,0.0,20000.0,0.0,Unknown,Unknown,DFO,1080
UEI-DFO-FL-1996-0002,1996-10-07,1996-07-24,0.0,Monsoonal rain,Unknown,Unknown,Unknown,27.4105,92.3599,1.0,128966.83,82.0,0.0,3000000.0,0.0,Unknown,Unknown,DFO,1088
UEI-DFO-FL-1996-0003,1996-07-17,1996-10-08,83.0,Heavy rain,Unknown,Unknown,Unknown,24.7685,85.6883,1.0,171939.46,74.0,0.0,4000000.0,0.0,Unknown,Unknown,DFO,1090
UEI-DFO-FL-1996-0004,1996-10-21,1996-10-25,4.0,Heavy Rain,Unknown,Unknown,Unknown,15.0341,78.7288,1.0,177527.02,326.0,0.0,100000.0,0.0,Unknown,Unknown,DFO,1125
UEI-DFO-FL-1996-0005,1996-06-11,1996-10-11,122.0,Tropical Cyclone,Unknown,Unknown,Unknown,17.0009,81.7657,2.0,21445.46,2500.0,0.0,140000.0,0.0,Unknown,Unknown,DFO,1128
UEI-DFO-FL-1997-0001,1997-01-08,1997-11-08,304.0,Monsoonal rain,Unknown,Unknown,Unknown,24.0572,86.2554,1.0,201818.75,24.0,0.0,100000.0,0.0,Unknown,Unknown,DFO,1168
UEI-DFO-FL-1997-0002,1997-08-08,1997-08-14,6.0,Monsoonal rain,Unknown,Unknown,Unknown,31.7905,77.3409,1.0,57530.65,200.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1172
UEI-DFO-FL-1997-0003,1997-06-22,1997-08-26,65.0,Monsoonal rain,Unknown,Unknown,Unknown,22.4404,71.3091,1.0,183142.55,273.0,0.0,20000.0,0.0,Unknown,Unknown,DFO,1232
UEI-DFO-FL-1997-0004,1997-05-07,1997-07-22,76.0,Monsoonal rain,Unknown,Unknown,Unknown,9.49041,76.6811,1.0,233024.37,100.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1256
UEI-DFO-FL-1997-0005,1997-05-07,1997-07-14,68.0,Monsoonal rain,Unknown,Unknown,Unknown,26.0909,92.9144,1.0,70603.06,97.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1258
UEI-DFO-FL-1997-0006,1997-08-22,1997-08-26,4.0,Monsoonal rain,Unknown,Unknown,Unknown,33.9398,74.8298,1.0,40014.04,26.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1265
UEI-DFO-FL-1997-0007,1997-08-19,1997-08-24,5.0,Monsoonal rain,Unknown,Unknown,Unknown,18.8234,75.4418,1.0,228334.99,50.0,0.0,10000.0,0.0,Unknown,Unknown,DFO,1267
UEI-DFO-FL-1997-0008,1997-09-19,1997-09-24,5.0,Tropical cyclone,Unknown,Unknown,Unknown,16.9874,82.1012,1.0,80644.64,32.0,0.0,20000.0,0.0,Unknown,Unknown,DFO,1275
UEI-DFO-FL-1997-0009,1997-04-12,1997-09-12,153.0,Monsoonal rain,Unknown,Unknown,Unknown,13.8493,78.9883,1.0,384888.4,6.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1295
UEI-DFO-FL-1998-0001,1998-09-06,1998-11-06,61.0,Extra-tropical cyclone,Unknown,Unknown,Unknown,24.0181,68.8677,1.0,4931.72,1126.0,0.0,15000.0,0.0,Unknown,Unknown,DFO,1383
UEI-DFO-FL-1998-0002,1998-09-16,1998-09-18,2.0,"Dam/Levy, break or release",Unknown,Unknown,Unknown,20.4037,74.4164,1.0,214517.36,12.0,0.0,50000.0,0.0,Unknown,Unknown,DFO,1444
UEI-DFO-FL-1998-0003,1998-01-10,1998-10-20,283.0,Heavy rain,Unknown,Unknown,Unknown,16.1464,79.4042,1.0,194230.08,230.0,0.0,80000.0,0.0,Unknown,Unknown,DFO,1457
UEI-DFO-FL-1999-0001,1999-09-24,1999-09-29,5.0,Torrential rain,Unknown,Unknown,Unknown,23.3997,88.9474,1.0,168965.63,45.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1559
UEI-DFO-FL-1999-0002,1999-10-29,1999-12-11,43.0,Tropical cyclone,Unknown,Unknown,Unknown,21.1735,85.3527,2.0,191940.24,9803.0,0.0,10000000.0,0.0,Unknown,Unknown,DFO,1567
UEI-DFO-FL-2000-0001,2000-10-06,2000-06-16,0.0,"Dam/Levy, break or release",Unknown,Unknown,Unknown,27.4268,94.7981,2.0,55286.73,30.0,0.0,50000.0,0.0,Unknown,Unknown,DFO,1606
UEI-DFO-FL-2000-0002,2000-07-31,2000-04-08,0.0,Torrential rain,Unknown,Unknown,Unknown,31.806,77.6925,1.0,12415.81,140.0,0.0,4000.0,0.0,Unknown,Unknown,DFO,1616
UEI-DFO-FL-2000-0003,2000-02-08,2000-08-30,204.0,Monsoonal rain,Unknown,Unknown,Unknown,27.094,94.643,1.0,326457.88,637.0,0.0,10504000.0,0.0,Unknown,Unknown,DFO,1617
UEI-DFO-FL-2000-0004,2000-08-23,2000-08-31,8.0,Torrential rain,Unknown,Unknown,Unknown,17.1335,79.2098,2.0,129459.76,162.0,0.0,3000000.0,0.0,Unknown,Unknown,DFO,1623
UEI-DFO-FL-2000-0005,2000-08-29,2000-09-14,16.0,Monsoonal rain,Unknown,Unknown,Unknown,26.9607,80.4678,1.0,223178.01,578.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1626
UEI-DFO-FL-2000-0006,2000-08-30,2000-01-09,0.0,Heavy rain,Unknown,Unknown,Unknown,19.9343,80.0385,1.0,36854.1,40.0,0.0,5000.0,0.0,Unknown,Unknown,DFO,1628
UEI-DFO-FL-2000-0007,2000-09-18,2000-10-21,33.0,Monsoonal rain,Unknown,Unknown,Unknown,24.0841,88.5453,2.0,155000.88,1468.0,0.0,24000000.0,0.0,Unknown,Unknown,DFO,1641
UEI-DFO-FL-2000-0008,2000-07-17,2000-07-30,13.0,Monsoonal rain,Unknown,Unknown,Unknown,15.811,74.5207,1.0,107052.9,140.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1615
UEI-DFO-FL-2001-0001,2001-05-06,2001-06-22,47.0,Monsoonal rain,Unknown,Unknown,Unknown,24.4457,92.0058,1.0,17561.54,15.0,0.0,800000.0,0.0,Unknown,Unknown,DFO,1731
UEI-DFO-FL-2001-0002,2001-06-20,2001-06-21,1.0,Monsoonal rain,Unknown,Unknown,Unknown,22.8284,71.2868,1.0,38728.34,29.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1737
UEI-DFO-FL-2001-0003,2001-04-07,2001-07-16,100.0,Monsoonal rain,Unknown,Unknown,Unknown,9.72651,76.423,1.0,4467.85,86.0,0.0,40000.0,0.0,Unknown,Unknown,DFO,1744
UEI-DFO-FL-2001-0004,2001-08-07,2001-10-08,62.0,Monsoonal rain,Unknown,Unknown,Unknown,21.0559,84.7987,2.0,105057.29,100.0,0.0,2000000.0,0.0,Unknown,Unknown,DFO,1747
UEI-DFO-FL-2001-0005,2001-07-16,2001-07-16,0.0,Torrential rain,Unknown,Unknown,Unknown,30.7738,79.8583,1.0,2458.01,26.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1753
UEI-DFO-FL-2001-0006,2001-08-14,2001-08-15,1.0,Heavy rain,Unknown,Unknown,Unknown,32.6061,76.1481,1.0,3009.11,16.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1779
UEI-DFO-FL-2001-0007,2001-08-20,2001-11-09,81.0,Heavy rain,Unknown,Unknown,Unknown,26.7556,83.0513,1.0,35442.06,65.0,0.0,300000.0,0.0,Unknown,Unknown,DFO,1789
UEI-DFO-FL-2001-0008,2001-07-09,2001-09-24,77.0,Heavy rain,Unknown,Unknown,Unknown,26.5321,84.87,1.0,30123.95,146.0,0.0,30000.0,0.0,Unknown,Unknown,DFO,1791
UEI-DFO-FL-2001-0009,2001-09-30,2001-02-10,0.0,Torrential rain,Unknown,Unknown,Unknown,16.746,79.1214,1.0,44526.51,12.0,0.0,9000.0,0.0,Unknown,Unknown,DFO,1803
UEI-DFO-FL-2001-0010,2001-10-16,2001-10-21,5.0,Heavy rain,Unknown,Unknown,Unknown,14.8405,79.054,1.0,87384.5,143.0,0.0,50000.0,0.0,Unknown,Unknown,DFO,1811
UEI-DFO-FL-2002-0001,2002-02-02,2002-05-02,89.0,Heavy rain,Unknown,Unknown,Unknown,10.4517,78.7843,1.0,35586.88,11.0,0.0,0.0,0.0,Unknown,Unknown,DFO,1871
UEI-DFO-FL-2002-0002,2002-06-16,2002-06-22,6.0,Monsoonal rain,Unknown,Unknown,Unknown,27.8034,95.3833,1.0,3790.23,0.0,0.0,25000.0,0.0,Unknown,Unknown,DFO,1952
UEI-DFO-FL-2002-0003,2002-06-25,2002-06-26,1.0,"Dam/Levy, break or release",Unknown,Unknown,Unknown,22.342,88.9351,1.0,41.7932,4.0,0.0,11000.0,0.0,Unknown,Unknown,DFO,1967
UEI-DFO-FL-2002-0004,2002-06-26,2002-03-07,0.0,Monsoonal rain,Unknown,Unknown,Unknown,20.8681,73.6623,1.0,170587.72,169.0,0.0,28000.0,0.0,Unknown,Unknown,DFO,1969
UEI-DFO-FL-2002-0005,2002-06-21,2002-08-28,68.0,Monsoonal rain,Unknown,Unknown,Unknown,25.8418,89.2696,1.0,276609.37,503.0,0.0,15000000.0,0.0,Unknown,Unknown,DFO,1974
UEI-DFO-FL-2002-0006,2002-11-08,2002-08-13,0.0,Heavy rain,Unknown,Unknown,Unknown,30.5622,78.5235,1.0,6762.02,33.0,0.0,0.0,0.0,Unknown,Unknown,DFO,2027
UEI-DFO-FL-2002-0007,2002-03-09,2002-06-09,92.0,Monsoonal rain,Unknown,Unknown,Unknown,21.5391,73.2201,1.0,78978.7,22.0,0.0,5000.0,0.0,Unknown,Unknown,DFO,2049
UEI-DFO-FL-2002-0008,2002-10-10,2002-10-16,6.0,Monsoonal rain,Unknown,Unknown,Unknown,11.8739,75.527,1.0,9745.41,11.0,0.0,0.0,0.0,Unknown,Unknown,DFO,2069
UEI-DFO-FL-2002-0009,2002-10-31,2002-04-11,0.0,Heavy rain,Unknown,Unknown,Unknown,10.9485,79.0643,1.0,22713.01,20.0,0.0,300.0,0.0,Unknown,Unknown,DFO,2081
UEI-DFO-FL-2003-0001,2003-06-21,2003-06-24,3.0,Monsoonal rain,Unknown,Unknown,Unknown,12.9158,74.9274,1.0,766.522,4.0,0.0,0.0,0.0,Unknown,Unknown,DFO,2258
UEI-DFO-FL-2003-0002,2003-06-20,2003-06-26,6.0,Monsoonal rain,Unknown,Unknown,Unknown,21.3961,73.44,1.0,37685.27,4.0,0.0,0.0,0.0,Unknown,Unknown,DFO,2260
UEI-DFO-FL-2003-0003,2003-07-29,2003-02-08,0.0,Monsoonal rain,Unknown,Unknown,Unknown,21.9811,73.9596,1.0,12776.68,2.0,0.0,14000.0,0.0,Unknown,Unknown,DFO,2299
UEI-DFO-FL-2003-0004,2003-07-29,2003-03-08,0.0,Monsoonal rain,Unknown,Unknown,Unknown,19.1881,79.2948,1.5,21087.65,2.0,0.0,14000.0,0.0,Unknown,Unknown,DFO,2312
UEI-DFO-FL-2003-0005,2003-08-27,2003-10-20,54.0,Monsoonal rain,Unknown,Unknown,Unknown,20.6258,85.8936,1.0,117883.62,67.0,0.0,3000000.0,0.0,Unknown,Unknown,DFO,2338
UEI-DFO-FL-2004-0001,2004-09-06,2004-11-06,61.0,Monsoonal rain,Unknown,Unknown,Unknown,12.1226,75.4747,1.0,8999.41,45.0,0.0,1000.0,0.0,Unknown,Unknown,DFO,2496
UEI-DFO-FL-2004-0002,2004-06-20,2004-07-10,20.0,Monsoonal rain,Unknown,Unknown,Unknown,25.4989,85.8918,2.0,1162598.06,3000.0,0.0,40000000.0,0.0,Unknown,Unknown,DFO,2507
UEI-DFO-FL-2004-0003,2004-01-08,2004-08-09,214.0,Monsoonal rain,Unknown,Unknown,Unknown,21.0247,73.7641,1.0,638379.86,210.0,0.0,100000.0,0.0,Unknown,Unknown,DFO,2541
UEI-DFO-FL-2004-0004,2004-07-10,2004-10-18,100.0,Heavy rain,Unknown,Unknown,Unknown,24.6862,89.4002,1.0,161739.65,210.0,0.0,100000.0,0.0,Unknown,Unknown,DFO,2570
UEI-DFO-FL-2005-0001,2005-06-26,2005-06-29,3.0,Heavy rain,Unknown,Unknown,Unknown,31.6718,78.4423,1.0,6530.74,6.0,0.0,5000.0,0.0,Unknown,Unknown,DFO,2678
